,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked
3456,6987,42.0,Travel_Rarely,916.0,Research & Development,17.0,2.0,Life Sciences,1.0,4.0,Female,82.0,4.0,2.0,Research Scientist,1.0,Single,6545.0,23016.0,3.0
3457,6988,42.0,Travel_Rarely,916.0,Research & Development,17.0,2.0,Life Sciences,1.0,4.0,Female,82.0,4.0,2.0,Research Scientist,1.0,Single,6545.0,23016.0,3.0
3458,6989,42.0,Travel_Rarely,916.0,Research & Development,17.0,2.0,Life Sciences,1.0,4.0,Female,82.0,4.0,2.0,Research Scientist,1.0,Single,6545.0,23016.0,3.0
3459,6990,30.0,Non-Travel,111.0,Research & Development,9.0,3.0,Medical,1.0,3.0,Male,66.0,3.0,2.0,Laboratory Technician,1.0,Divorced,3072.0,11012.0,1.0
3460,6991,32.0,Travel_Frequently,1318.0,Sales,10.0,4.0,Marketing,1.0,4.0,Male,79.0,3.0,2.0,Sales Executive,4.0,Single,4648.0,26075.0,8.0
3461,6992,32.0,Travel_Frequently,1318.0,Sales,10.0,4.0,Marketing,1.0,4.0,Male,79.0,3.0,2.0,Sales Executive,4.0,Single,4648.0,26075.0,8.0
3462,6993,32.0,Travel_Frequently,1318.0,Sales,10.0,4.0,Marketing,1.0,4.0,Male,79.0,3.0,2.0,Sales Executive,4.0,Single,4648.0,26075.0,8.0
3463,6994,36.0,Travel_Rarely,917.0,Research & Development,6.0,4.0,Life Sciences,1.0,3.0,Male,60.0,1.0,1.0,Laboratory Technician,3.0,Divorced,2741.0,6865.0,1.0
3464,6995,36.0,Travel_Rarely,917.0,Research & Development,6.0,4.0,Life Sciences,1.0,3.0,Male,60.0,1.0,1.0,Laboratory Technician,3.0,Divorced,2741.0,6865.0,1.0
3465,6996,36.0,Travel_Rarely,917.0,Research & Development,6.0,4.0,Life Sciences,1.0,3.0,Male,60.0,1.0,1.0,Laboratory Technician,3.0,Divorced,2741.0,6865.0,1.0
3466,6997,28.0,Travel_Rarely,736.0,Sales,26.0,3.0,Life Sciences,1.0,3.0,Male,48.0,2.0,2.0,Sales Executive,1.0,Married,4724.0,24232.0,1.0
3467,6998,28.0,Travel_Rarely,736.0,Sales,26.0,3.0,Life Sciences,1.0,3.0,Male,48.0,2.0,2.0,Sales Executive,1.0,Married,4724.0,24232.0,1.0
3468,6999,28.0,Travel_Rarely,736.0,Sales,26.0,3.0,Life Sciences,1.0,3.0,Male,48.0,2.0,2.0,Sales Executive,1.0,Married,4724.0,24232.0,1.0
3469,7000,49.0,Travel_Rarely,1184.0,Sales,11.0,3.0,Marketing,1.0,3.0,Female,43.0,3.0,3.0,Sales Executive,4.0,Married,7654.0,5860.0,1.0
3470,7001,49.0,Travel_Rarely,1184.0,Sales,11.0,3.0,Marketing,1.0,3.0,Female,43.0,3.0,3.0,Sales Executive,4.0,Married,7654.0,5860.0,1.0
3471,7002,28.0,Travel_Rarely,640.0,Research & Development,1.0,3.0,Technical Degree,1.0,4.0,Male,84.0,3.0,1.0,Research Scientist,1.0,Single,2080.0,4732.0,2.0
3472,7003,28.0,Travel_Rarely,640.0,Research & Development,1.0,3.0,Technical Degree,1.0,4.0,Male,84.0,3.0,1.0,Research Scientist,1.0,Single,2080.0,4732.0,2.0
3473,7004,44.0,Travel_Rarely,1488.0,Sales,1.0,5.0,Marketing,1.0,2.0,Female,75.0,3.0,2.0,Sales Executive,1.0,Divorced,5454.0,4009.0,5.0
3474,7005,44.0,Travel_Rarely,1488.0,Sales,1.0,5.0,Marketing,1.0,2.0,Female,75.0,3.0,2.0,Sales Executive,1.0,Divorced,5454.0,4009.0,5.0
3475,7006,25.0,Travel_Rarely,1372.0,Sales,18.0,1.0,Life Sciences,1.0,1.0,Male,93.0,4.0,2.0,Sales Executive,3.0,Married,6232.0,12477.0,2.0
3476,7007,25.0,Travel_Rarely,1372.0,Sales,18.0,1.0,Life Sciences,1.0,1.0,Male,93.0,4.0,2.0,Sales Executive,3.0,Married,6232.0,12477.0,2.0
3477,7008,25.0,Travel_Rarely,1372.0,Sales,18.0,1.0,Life Sciences,1.0,1.0,Male,93.0,4.0,2.0,Sales Executive,3.0,Married,6232.0,12477.0,2.0
3478,7009,55.0,Travel_Rarely,147.0,Research & Development,20.0,2.0,Technical Degree,1.0,2.0,Male,37.0,3.0,2.0,Laboratory Technician,4.0,Married,5415.0,15972.0,3.0
3479,7010,55.0,Travel_Rarely,147.0,Research & Development,20.0,2.0,Technical Degree,1.0,2.0,Male,37.0,3.0,2.0,Laboratory Technician,4.0,Married,5415.0,15972.0,3.0
3480,7011,39.0,Travel_Rarely,722.0,Sales,24.0,1.0,Marketing,1.0,2.0,Female,60.0,2.0,4.0,Sales Executive,4.0,Married,12031.0,8828.0,0.0
3481,7012,39.0,Travel_Rarely,722.0,Sales,24.0,1.0,Marketing,1.0,2.0,Female,60.0,2.0,4.0,Sales Executive,4.0,Married,12031.0,8828.0,0.0
3482,7013,29.0,Travel_Rarely,1176.0,Sales,3.0,2.0,Medical,1.0,2.0,Female,62.0,3.0,2.0,Sales Executive,3.0,Married,5561.0,3487.0,1.0
3483,7014,29.0,Travel_Rarely,1176.0,Sales,3.0,2.0,Medical,1.0,2.0,Female,62.0,3.0,2.0,Sales Executive,3.0,Married,5561.0,3487.0,1.0
3484,7015,29.0,Travel_Rarely,1176.0,Sales,3.0,2.0,Medical,1.0,2.0,Female,62.0,3.0,2.0,Sales Executive,3.0,Married,5561.0,3487.0,1.0
3485,7016,38.0,Travel_Rarely,395.0,Sales,9.0,3.0,Marketing,1.0,2.0,Male,98.0,2.0,1.0,Sales Representative,2.0,Married,2899.0,12102.0,0.0
3486,7017,38.0,Travel_Rarely,395.0,Sales,9.0,3.0,Marketing,1.0,2.0,Male,98.0,2.0,1.0,Sales Representative,2.0,Married,2899.0,12102.0,0.0
3487,7018,38.0,Travel_Rarely,395.0,Sales,9.0,3.0,Marketing,1.0,2.0,Male,98.0,2.0,1.0,Sales Representative,2.0,Married,2899.0,12102.0,0.0
3488,7019,46.0,Travel_Rarely,1450.0,Research & Development,15.0,2.0,Life Sciences,1.0,4.0,Male,52.0,3.0,5.0,Research Director,2.0,Married,19081.0,10849.0,5.0
3489,7020,46.0,Travel_Rarely,1450.0,Research & Development,15.0,2.0,Life Sciences,1.0,4.0,Male,52.0,3.0,5.0,Research Director,2.0,Married,19081.0,10849.0,5.0
3490,7021,38.0,Travel_Rarely,849.0,Research & Development,25.0,2.0,Life Sciences,1.0,1.0,Female,81.0,2.0,3.0,Research Director,2.0,Married,12061.0,26707.0,3.0
3491,7022,38.0,Travel_Rarely,849.0,Research & Development,25.0,2.0,Life Sciences,1.0,1.0,Female,81.0,2.0,3.0,Research Director,2.0,Married,12061.0,26707.0,3.0
3492,7023,27.0,Travel_Frequently,1337.0,Human Resources,22.0,3.0,Human Resources,1.0,1.0,Female,58.0,2.0,1.0,Human Resources,2.0,Married,2863.0,19555.0,1.0
3493,7024,27.0,Travel_Frequently,1337.0,Human Resources,22.0,3.0,Human Resources,1.0,1.0,Female,58.0,2.0,1.0,Human Resources,2.0,Married,2863.0,19555.0,1.0
3494,7025,24.0,Travel_Rarely,1448.0,Sales,1.0,1.0,Technical Degree,1.0,1.0,Female,62.0,3.0,1.0,Sales Representative,2.0,Single,3202.0,21972.0,1.0
3495,7026,24.0,Travel_Rarely,1448.0,Sales,1.0,1.0,Technical Degree,1.0,1.0,Female,62.0,3.0,1.0,Sales Representative,2.0,Single,3202.0,21972.0,1.0
3496,7027,24.0,Travel_Rarely,1448.0,Sales,1.0,1.0,Technical Degree,1.0,1.0,Female,62.0,3.0,1.0,Sales Representative,2.0,Single,3202.0,21972.0,1.0
3497,7028,22.0,Travel_Rarely,1256.0,Research & Development,19.0,1.0,Medical,1.0,3.0,Male,80.0,3.0,1.0,Research Scientist,4.0,Married,2323.0,11992.0,1.0
3498,7029,22.0,Travel_Rarely,1256.0,Research & Development,19.0,1.0,Medical,1.0,3.0,Male,80.0,3.0,1.0,Research Scientist,4.0,Married,2323.0,11992.0,1.0
3499,7030,22.0,Travel_Rarely,1256.0,Research & Development,19.0,1.0,Medical,1.0,3.0,Male,80.0,3.0,1.0,Research Scientist,4.0,Married,2323.0,11992.0,1.0
3500,7031,28.0,Travel_Frequently,1009.0,Research & Development,279509.0,3.0,Medical,1.0,1.0,Male,45.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2596.0,7160.0,1.0
3501,7032,28.0,Travel_Frequently,1009.0,Research & Development,279509.0,3.0,Medical,1.0,1.0,Male,45.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2596.0,7160.0,1.0
3502,7033,38.0,Travel_Rarely,1321.0,Sales,1.0,4.0,Life Sciences,1.0,4.0,Male,86.0,3.0,2.0,Sales Executive,2.0,Married,4440.0,7636.0,0.0
3503,7034,38.0,Travel_Rarely,1321.0,Sales,1.0,4.0,Life Sciences,1.0,4.0,Male,86.0,3.0,2.0,Sales Executive,2.0,Married,4440.0,7636.0,0.0
3504,7035,42.0,Travel_Rarely,1059.0,Research & Development,9.0,2.0,Other,1.0,4.0,Male,93.0,2.0,5.0,Manager,4.0,Single,19613.0,26362.0,8.0
3505,7036,42.0,Travel_Rarely,1059.0,Research & Development,9.0,2.0,Other,1.0,4.0,Male,93.0,2.0,5.0,Manager,4.0,Single,19613.0,26362.0,8.0
3506,7037,42.0,Travel_Rarely,1059.0,Research & Development,9.0,2.0,Other,1.0,4.0,Male,93.0,2.0,5.0,Manager,4.0,Single,19613.0,26362.0,8.0
3507,7038,2698.0,Travel_Rarely,1162.0,Research & Development,24.0,2.0,Life Sciences,1.0,1.0,Male,97.0,3.0,1.0,Laboratory Technician,4.0,Single,2587.0,10261.0,1.0
3508,7039,2698.0,Travel_Rarely,1162.0,Research & Development,24.0,2.0,Life Sciences,1.0,1.0,Male,97.0,3.0,1.0,Laboratory Technician,4.0,Single,2587.0,10261.0,1.0
3509,7040,26.0,Travel_Rarely,1384.0,Research & Development,3.0,4.0,Medical,1.0,1.0,Male,82.0,4.0,1.0,Laboratory Technician,4.0,Married,4420.0,13421.0,1.0
3510,7041,26.0,Travel_Rarely,1384.0,Research & Development,3.0,4.0,Medical,1.0,1.0,Male,82.0,4.0,1.0,Laboratory Technician,4.0,Married,4420.0,13421.0,1.0
3511,7042,26.0,Travel_Rarely,1384.0,Research & Development,3.0,4.0,Medical,1.0,1.0,Male,82.0,4.0,1.0,Laboratory Technician,4.0,Married,4420.0,13421.0,1.0
3512,7043,34.0,Travel_Rarely,216.0,Sales,1.0,4.0,Marketing,1.0,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0
3513,7044,34.0,Travel_Rarely,216.0,Sales,1.0,4.0,Marketing,1.0,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0
3514,7045,34.0,Travel_Rarely,216.0,Sales,1.0,4.0,Marketing,1.0,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0
3515,7046,7617.0,Non-Travel,981.0,Research & Development,5.0,3.0,Life Sciences,1.0,3.0,Male,90.0,2.0,1.0,Laboratory Technician,3.0,Single,3162.0,7973.0,3.0
3516,7047,7617.0,Non-Travel,981.0,Research & Development,5.0,3.0,Life Sciences,1.0,3.0,Male,90.0,2.0,1.0,Laboratory Technician,3.0,Single,3162.0,7973.0,3.0
3517,7048,7617.0,Non-Travel,981.0,Research & Development,5.0,3.0,Life Sciences,1.0,3.0,Male,90.0,2.0,1.0,Laboratory Technician,3.0,Single,3162.0,7973.0,3.0
3518,7049,53.0,Travel_Rarely,102.0,Research & Development,23.0,4.0,Life Sciences,1.0,4.0,Female,72.0,3.0,4.0,Research Director,4.0,Single,14275.0,20206.0,6.0
3519,7050,36.0,Travel_Rarely,1383.0,Research & Development,10.0,3.0,Life Sciences,1.0,4.0,Male,90.0,3.0,3.0,Healthcare Representative,1.0,Married,8321.0,25949.0,7.0
3520,7051,36.0,Travel_Rarely,1383.0,Research & Development,10.0,3.0,Life Sciences,1.0,4.0,Male,90.0,3.0,3.0,Healthcare Representative,1.0,Married,8321.0,25949.0,7.0
3521,7052,36.0,Travel_Rarely,1383.0,Research & Development,10.0,3.0,Life Sciences,1.0,4.0,Male,90.0,3.0,3.0,Healthcare Representative,1.0,Married,8321.0,25949.0,7.0
3522,7053,20.0,Travel_Rarely,727.0,Sales,9.0,1.0,Life Sciences,1.0,4.0,Male,54.0,3.0,1.0,Sales Representative,1.0,Single,2728.0,21082.0,1.0
3523,7054,20.0,Travel_Rarely,727.0,Sales,9.0,1.0,Life Sciences,1.0,4.0,Male,54.0,3.0,1.0,Sales Representative,1.0,Single,2728.0,21082.0,1.0
3524,7055,20.0,Travel_Rarely,727.0,Sales,9.0,1.0,Life Sciences,1.0,4.0,Male,54.0,3.0,1.0,Sales Representative,1.0,Single,2728.0,21082.0,1.0
3525,7056,44.0,Travel_Frequently,920.0,Research & Development,24.0,3.0,Life Sciences,1.0,4.0,Male,43.0,3.0,1.0,Laboratory Technician,3.0,Divorced,3161.0,19920.0,3.0
3526,7057,44.0,Travel_Frequently,920.0,Research & Development,24.0,3.0,Life Sciences,1.0,4.0,Male,43.0,3.0,1.0,Laboratory Technician,3.0,Divorced,3161.0,19920.0,3.0
3527,7058,37.0,Travel_Rarely,807.0,Human Resources,6.0,4.0,Human Resources,1.0,3.0,Male,63.0,3.0,1.0,Human Resources,1.0,Divorced,2073.0,23648.0,4.0
3528,7059,9661.0,Travel_Rarely,759.0,Sales,2.0,2.0,Marketing,1.0,4.0,Female,46.0,3.0,2.0,Sales Executive,2.0,Divorced,5715.0,22553.0,7.0
3529,7060,9661.0,Travel_Rarely,759.0,Sales,2.0,2.0,Marketing,1.0,4.0,Female,46.0,3.0,2.0,Sales Executive,2.0,Divorced,5715.0,22553.0,7.0
3530,7061,9661.0,Travel_Rarely,759.0,Sales,2.0,2.0,Marketing,1.0,4.0,Female,46.0,3.0,2.0,Sales Executive,2.0,Divorced,5715.0,22553.0,7.0
3531,7062,4834.0,Travel_Rarely,819.0,Research & Development,18.0,5.0,Life Sciences,1.0,2.0,Male,48.0,4.0,2.0,Research Scientist,1.0,Married,5208.0,26312.0,1.0
3532,7063,4834.0,Travel_Rarely,819.0,Research & Development,18.0,5.0,Life Sciences,1.0,2.0,Male,48.0,4.0,2.0,Research Scientist,1.0,Married,5208.0,26312.0,1.0
3533,7064,4834.0,Travel_Rarely,819.0,Research & Development,18.0,5.0,Life Sciences,1.0,2.0,Male,48.0,4.0,2.0,Research Scientist,1.0,Married,5208.0,26312.0,1.0
3534,7065,28.0,Travel_Rarely,329.0,Research & Development,237547.0,3.0,Medical,1.0,3.0,Male,51.0,3.0,1.0,Laboratory Technician,2.0,Married,2408.0,7324.0,1.0
3535,7066,28.0,Travel_Rarely,329.0,Research & Development,237547.0,3.0,Medical,1.0,3.0,Male,51.0,3.0,1.0,Laboratory Technician,2.0,Married,2408.0,7324.0,1.0
3536,7067,28.0,Travel_Rarely,329.0,Research & Development,237547.0,3.0,Medical,1.0,3.0,Male,51.0,3.0,1.0,Laboratory Technician,2.0,Married,2408.0,7324.0,1.0
3537,7068,34.0,Travel_Rarely,1351.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,45.0,3.0,2.0,Research Scientist,4.0,Married,5484.0,13008.0,9.0
3538,7069,34.0,Travel_Rarely,1351.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,45.0,3.0,2.0,Research Scientist,4.0,Married,5484.0,13008.0,9.0
3539,7070,34.0,Travel_Rarely,1351.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,45.0,3.0,2.0,Research Scientist,4.0,Married,5484.0,13008.0,9.0
3540,7071,35.0,Travel_Rarely,660.0,Sales,7.0,1.0,Life Sciences,1.0,4.0,Male,76.0,3.0,1.0,Sales Representative,3.0,Married,2404.0,16192.0,1.0
3541,7072,35.0,Travel_Rarely,660.0,Sales,7.0,1.0,Life Sciences,1.0,4.0,Male,76.0,3.0,1.0,Sales Representative,3.0,Married,2404.0,16192.0,1.0
3542,7073,2242.0,Travel_Rarely,317.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,43.0,1.0,2.0,Manufacturing Director,4.0,Single,6091.0,24793.0,2.0
3543,7074,2242.0,Travel_Rarely,317.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,43.0,1.0,2.0,Manufacturing Director,4.0,Single,6091.0,24793.0,2.0
3544,7075,2242.0,Travel_Rarely,317.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,43.0,1.0,2.0,Manufacturing Director,4.0,Single,6091.0,24793.0,2.0
3545,7076,30.0,Travel_Rarely,793.0,Research & Development,16.0,1.0,Life Sciences,1.0,2.0,Male,33.0,3.0,1.0,Research Scientist,4.0,Married,2862.0,3811.0,1.0
3546,7077,30.0,Travel_Rarely,793.0,Research & Development,16.0,1.0,Life Sciences,1.0,2.0,Male,33.0,3.0,1.0,Research Scientist,4.0,Married,2862.0,3811.0,1.0
3547,7078,30.0,Travel_Rarely,793.0,Research & Development,16.0,1.0,Life Sciences,1.0,2.0,Male,33.0,3.0,1.0,Research Scientist,4.0,Married,2862.0,3811.0,1.0
3548,7079,36.0,Travel_Frequently,1213.0,Human Resources,2.0,1.0,Human Resources,1.0,2.0,Male,94.0,2.0,2.0,Human Resources,4.0,Single,3886.0,4223.0,1.0
3549,7080,36.0,Travel_Frequently,1213.0,Human Resources,2.0,1.0,Human Resources,1.0,2.0,Male,94.0,2.0,2.0,Human Resources,4.0,Single,3886.0,4223.0,1.0
3550,7081,36.0,Travel_Frequently,1213.0,Human Resources,2.0,1.0,Human Resources,1.0,2.0,Male,94.0,2.0,2.0,Human Resources,4.0,Single,3886.0,4223.0,1.0
3551,7082,30.0,Travel_Rarely,740.0,Sales,1.0,3.0,Life Sciences,1.0,2.0,Male,64.0,2.0,2.0,Sales Executive,1.0,Married,9714.0,5323.0,1.0
3552,7083,30.0,Non-Travel,1116.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Female,49.0,3.0,1.0,Laboratory Technician,4.0,Single,2564.0,7181.0,0.0
3553,7084,30.0,Non-Travel,1116.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Female,49.0,3.0,1.0,Laboratory Technician,4.0,Single,2564.0,7181.0,0.0
3554,7085,52.0,Non-Travel,771.0,Sales,2.0,4.0,Life Sciences,1.0,1.0,Male,79.0,2.0,5.0,Manager,3.0,Single,19068.0,21030.0,1.0
3555,7086,52.0,Non-Travel,771.0,Sales,2.0,4.0,Life Sciences,1.0,1.0,Male,79.0,2.0,5.0,Manager,3.0,Single,19068.0,21030.0,1.0
3556,7087,33.0,Travel_Rarely,217.0,Sales,10.0,4.0,Marketing,1.0,2.0,Male,43.0,3.0,2.0,Sales Executive,3.0,Single,5487.0,10410.0,1.0
3557,7088,33.0,Travel_Rarely,217.0,Sales,10.0,4.0,Marketing,1.0,2.0,Male,43.0,3.0,2.0,Sales Executive,3.0,Single,5487.0,10410.0,1.0
3558,7089,40.0,Travel_Rarely,444.0,Sales,2.0,2.0,Marketing,1.0,2.0,Female,92.0,3.0,2.0,Sales Executive,2.0,Married,5677.0,4258.0,3.0
3559,7090,40.0,Travel_Rarely,444.0,Sales,2.0,2.0,Marketing,1.0,2.0,Female,92.0,3.0,2.0,Sales Executive,2.0,Married,5677.0,4258.0,3.0
3560,7091,40.0,Travel_Rarely,444.0,Sales,2.0,2.0,Marketing,1.0,2.0,Female,92.0,3.0,2.0,Sales Executive,2.0,Married,5677.0,4258.0,3.0
3561,7092,21.0,Travel_Rarely,1427.0,Research & Development,18.0,1.0,Other,1.0,4.0,Female,65.0,3.0,1.0,Research Scientist,4.0,Single,2693.0,8870.0,1.0
3562,7093,27.0,Travel_Rarely,728.0,Sales,23.0,1.0,Medical,1.0,2.0,Female,36.0,2.0,2.0,Sales Representative,3.0,Married,3540.0,7018.0,1.0
3563,7094,27.0,Travel_Rarely,728.0,Sales,23.0,1.0,Medical,1.0,2.0,Female,36.0,2.0,2.0,Sales Representative,3.0,Married,3540.0,7018.0,1.0
3564,7095,58.0,Travel_Rarely,1145.0,Research & Development,9.0,3.0,Medical,1.0,2.0,Female,75.0,2.0,1.0,Research Scientist,2.0,Married,3346.0,11873.0,4.0
3565,7096,58.0,Travel_Rarely,1145.0,Research & Development,9.0,3.0,Medical,1.0,2.0,Female,75.0,2.0,1.0,Research Scientist,2.0,Married,3346.0,11873.0,4.0
3566,7097,1915.0,Travel_Rarely,1403.0,Research & Development,6.0,3.0,Life Sciences,1.0,4.0,Male,47.0,3.0,1.0,Laboratory Technician,4.0,Married,3210.0,20251.0,0.0
3567,7098,1915.0,Travel_Rarely,1403.0,Research & Development,6.0,3.0,Life Sciences,1.0,4.0,Male,47.0,3.0,1.0,Laboratory Technician,4.0,Married,3210.0,20251.0,0.0
3568,7099,35.0,Travel_Rarely,890.0,Sales,2.0,3.0,Marketing,1.0,4.0,Female,97.0,3.0,1.0,Sales Representative,4.0,Married,2014.0,9687.0,1.0
3569,7100,35.0,Travel_Rarely,890.0,Sales,2.0,3.0,Marketing,1.0,4.0,Female,97.0,3.0,1.0,Sales Representative,4.0,Married,2014.0,9687.0,1.0
3570,7101,44.0,Travel_Rarely,1448.0,Sales,28.0,3.0,Medical,1.0,4.0,Female,53.0,4.0,4.0,Sales Executive,4.0,Married,13320.0,11737.0,3.0
3571,7102,44.0,Travel_Rarely,1448.0,Sales,28.0,3.0,Medical,1.0,4.0,Female,53.0,4.0,4.0,Sales Executive,4.0,Married,13320.0,11737.0,3.0
3572,7103,48.0,Travel_Rarely,530.0,Sales,29.0,1.0,Medical,1.0,1.0,Female,91.0,3.0,3.0,Manager,3.0,Married,12504.0,23978.0,3.0
3573,7104,43.0,Travel_Rarely,1473.0,Research & Development,8.0,4.0,Other,1.0,3.0,Female,74.0,3.0,2.0,Healthcare Representative,3.0,Divorced,4522.0,2227.0,4.0
3574,7105,43.0,Travel_Rarely,1473.0,Research & Development,8.0,4.0,Other,1.0,3.0,Female,74.0,3.0,2.0,Healthcare Representative,3.0,Divorced,4522.0,2227.0,4.0
3575,7106,43.0,Travel_Rarely,1473.0,Research & Development,8.0,4.0,Other,1.0,3.0,Female,74.0,3.0,2.0,Healthcare Representative,3.0,Divorced,4522.0,2227.0,4.0
3576,7107,35.0,Travel_Rarely,287.0,Research & Development,1.0,4.0,Life Sciences,1.0,3.0,Female,62.0,1.0,1.0,Research Scientist,4.0,Married,2977.0,8952.0,1.0
3577,7108,35.0,Travel_Rarely,287.0,Research & Development,1.0,4.0,Life Sciences,1.0,3.0,Female,62.0,1.0,1.0,Research Scientist,4.0,Married,2977.0,8952.0,1.0
3578,7109,35.0,Travel_Rarely,287.0,Research & Development,1.0,4.0,Life Sciences,1.0,3.0,Female,62.0,1.0,1.0,Research Scientist,4.0,Married,2977.0,8952.0,1.0
3579,7110,30.0,Travel_Rarely,288.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0
3580,7111,30.0,Travel_Rarely,288.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0
3581,7112,30.0,Travel_Rarely,288.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0
3582,7113,20.0,Travel_Rarely,1362.0,Research & Development,10.0,1.0,Medical,1.0,4.0,Male,32.0,3.0,1.0,Research Scientist,3.0,Single,1009.0,26999.0,1.0
3583,7114,20.0,Travel_Rarely,1362.0,Research & Development,10.0,1.0,Medical,1.0,4.0,Male,32.0,3.0,1.0,Research Scientist,3.0,Single,1009.0,26999.0,1.0
3584,7115,36.0,Travel_Frequently,469.0,Research & Development,3.0,3.0,Technical Degree,1.0,3.0,Male,46.0,3.0,1.0,Research Scientist,2.0,Married,3692.0,9256.0,1.0
3585,7116,36.0,Travel_Frequently,469.0,Research & Development,3.0,3.0,Technical Degree,1.0,3.0,Male,46.0,3.0,1.0,Research Scientist,2.0,Married,3692.0,9256.0,1.0
3586,7117,36.0,Travel_Frequently,469.0,Research & Development,3.0,3.0,Technical Degree,1.0,3.0,Male,46.0,3.0,1.0,Research Scientist,2.0,Married,3692.0,9256.0,1.0
3587,7118,3226.0,Travel_Frequently,970.0,Sales,7.0,3.0,Life Sciences,1.0,4.0,Female,30.0,3.0,2.0,Sales Executive,2.0,Married,4302.0,13401.0,0.0
3588,7119,3226.0,Travel_Frequently,970.0,Sales,7.0,3.0,Life Sciences,1.0,4.0,Female,30.0,3.0,2.0,Sales Executive,2.0,Married,4302.0,13401.0,0.0
3589,7120,7924.0,Travel_Rarely,1278.0,Human Resources,8.0,3.0,Life Sciences,1.0,1.0,Male,77.0,2.0,1.0,Human Resources,1.0,Married,2342.0,8635.0,0.0
3590,7121,9529.0,Travel_Rarely,549.0,Research & Development,8.0,4.0,Other,1.0,4.0,Male,75.0,3.0,2.0,Research Scientist,4.0,Married,3697.0,9278.0,9.0
3591,7122,9529.0,Travel_Rarely,549.0,Research & Development,8.0,4.0,Other,1.0,4.0,Male,75.0,3.0,2.0,Research Scientist,4.0,Married,3697.0,9278.0,9.0
3592,7123,55.0,Travel_Rarely,1117.0,Sales,18.0,5.0,Life Sciences,1.0,1.0,Female,83.0,3.0,4.0,Manager,2.0,Single,16835.0,9873.0,3.0
3593,7124,55.0,Travel_Rarely,1117.0,Sales,18.0,5.0,Life Sciences,1.0,1.0,Female,83.0,3.0,4.0,Manager,2.0,Single,16835.0,9873.0,3.0
3594,7125,55.0,Travel_Rarely,1117.0,Sales,18.0,5.0,Life Sciences,1.0,1.0,Female,83.0,3.0,4.0,Manager,2.0,Single,16835.0,9873.0,3.0
3595,7126,37.0,Travel_Rarely,571.0,Research & Development,10.0,1.0,Life Sciences,1.0,4.0,Female,82.0,3.0,1.0,Research Scientist,1.0,Divorced,2782.0,19905.0,0.0
3596,7127,21.0,Travel_Frequently,756.0,Sales,589265.0,1.0,Technical Degree,1.0,1.0,Female,99.0,2.0,1.0,Sales Representative,2.0,Single,2174.0,9150.0,1.0
3597,7128,21.0,Travel_Frequently,756.0,Sales,589265.0,1.0,Technical Degree,1.0,1.0,Female,99.0,2.0,1.0,Sales Representative,2.0,Single,2174.0,9150.0,1.0
3598,7129,40.0,Travel_Rarely,1329.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Male,73.0,3.0,1.0,Laboratory Technician,1.0,Single,2166.0,3339.0,3.0
3599,7130,40.0,Travel_Rarely,1329.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Male,73.0,3.0,1.0,Laboratory Technician,1.0,Single,2166.0,3339.0,3.0
3600,7131,40.0,Travel_Rarely,1329.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Male,73.0,3.0,1.0,Laboratory Technician,1.0,Single,2166.0,3339.0,3.0
3601,7132,59.0,Travel_Rarely,1089.0,Sales,1.0,2.0,Technical Degree,1.0,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0
3602,7133,59.0,Travel_Rarely,1089.0,Sales,1.0,2.0,Technical Degree,1.0,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0
