,EmployeeNumber,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearlyIncome
3626,7157,Y,Yes,12.0,3.0,3.0,80.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,27912.0
3627,7158,Y,No,18.0,3.0,4.0,80.0,1.0,13.0,0.0,3.0,8.0,7.0,7.0,5.0,62988.0
3628,7159,Y,No,13.0,3.0,2.0,80.0,0.0,21.0,3.0,4.0,1.0,0.0,0.0,0.0,219636.0
3629,7160,Y,No,13.0,3.0,2.0,80.0,0.0,21.0,3.0,4.0,1.0,0.0,0.0,0.0,219636.0
3630,7161,Y,No,13.0,3.0,2.0,80.0,0.0,21.0,3.0,4.0,1.0,0.0,0.0,0.0,219636.0
3631,7162,Y,Yes,11.0,3.0,4.0,80.0,0.0,13.0,2.0,3.0,13.0,12.0,11.0,3385.0,62736.0
3632,7163,Y,No,14.0,3.0,4.0,80.0,2.0,8.0,2.0,3.0,5.0,3.0,0.0,2.0,27240.0
3633,7164,Y,No,14.0,3.0,4.0,80.0,2.0,8.0,2.0,3.0,5.0,3.0,0.0,2.0,27240.0
3634,7165,Y,No,14.0,3.0,4.0,80.0,2.0,8.0,2.0,3.0,5.0,3.0,0.0,2.0,27240.0
3635,7166,Y,Yes,19.0,3.0,3.0,80.0,1.0,8957.0,2.0,2.0,2.0,2.0,0.0,2.0,47724.0
3636,7167,Y,Yes,24.0,4.0,4.0,80.0,1.0,5.0,2.0,1.0,4.0,1584.0,0.0,2.0,44916.0
3637,7168,Y,No,20.0,4.0,3.0,80.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,32916.0
3638,7169,Y,No,20.0,4.0,3.0,80.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,32916.0
3639,7170,Y,Yes,17.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,8.0,7.0,0.0,5941.0,81732.0
3640,7171,Y,Yes,17.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,8.0,7.0,0.0,5941.0,81732.0
3641,7172,Y,Yes,17.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,8.0,7.0,0.0,5941.0,81732.0
3642,7173,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,5151.0,0.0,24396.0
3643,7174,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,5151.0,0.0,24396.0
3644,7175,Y,Yes,17.0,3.0,3.0,80.0,1.0,24.0,3.0,3.0,2.0,1.0,2.0,2.0,231936.0
3645,7176,Y,Yes,15.0,3.0,3.0,80.0,1.0,32.0,3.0,3.0,30.0,8.0,12.0,13.0,134940.0
3646,7177,Y,Yes,15.0,3.0,3.0,80.0,1.0,32.0,3.0,3.0,30.0,8.0,12.0,13.0,134940.0
3647,7178,Y,No,19.0,3.0,1.0,80.0,0.0,8334.0,3.0,3.0,0.0,0.0,0.0,0.0,35712.0
3648,7179,Y,No,19.0,3.0,1.0,80.0,0.0,8334.0,3.0,3.0,0.0,0.0,0.0,0.0,35712.0
3649,7180,Y,No,12.0,3.0,3.0,80.0,1.0,32.0,3.0,2.0,1.0,0.0,0.0,0.0,169416.0
3650,7181,Y,No,12.0,3.0,3.0,80.0,1.0,32.0,3.0,2.0,1.0,0.0,0.0,0.0,169416.0
3651,7182,Y,No,14.0,3.0,3.0,80.0,1.0,7843.0,3.0,4.0,15.0,10.0,4.0,13.0,47832.0
3652,7183,Y,No,14.0,3.0,3.0,80.0,1.0,7843.0,3.0,4.0,15.0,10.0,4.0,13.0,47832.0
3653,7184,Y,No,14.0,3.0,4.0,80.0,1.0,5.0,5.0,1.0,3.0,2.0,0.0,2.0,58512.0
3654,7185,Y,No,14.0,3.0,4.0,80.0,1.0,5.0,5.0,1.0,3.0,2.0,0.0,2.0,58512.0
3655,7186,Y,No,14.0,3.0,4.0,80.0,1.0,5.0,5.0,1.0,3.0,2.0,0.0,2.0,58512.0
3656,7187,Y,No,20.0,4.0,1.0,80.0,1.0,13.0,3.0,3.0,5.0,4.0,0.0,4.0,82104.0
3657,7188,Y,No,18.0,3.0,1.0,80.0,1.0,9.0,3.0,1.0,7.0,7.0,1.0,7.0,75132.0
3658,7189,Y,Yes,20.0,4.0,3.0,80.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,102768.0
3659,7190,Y,No,11.0,3.0,3.0,80.0,0.0,7.0,1.0,3.0,7.0,4.0,0.0,6.0,25152.0
3660,7191,Y,No,11.0,3.0,3.0,80.0,0.0,7.0,1.0,3.0,7.0,4.0,0.0,6.0,25152.0
3661,7192,Y,No,23.0,4.0,4.0,80.0,1.0,22.0,1.0,3.0,20.0,8.0,11.0,8.0,201504.0
3662,7193,Y,No,23.0,4.0,4.0,80.0,1.0,22.0,1.0,3.0,20.0,8.0,11.0,8.0,201504.0
3663,7194,Y,No,23.0,4.0,4.0,80.0,1.0,22.0,1.0,3.0,20.0,8.0,11.0,8.0,201504.0
3664,7195,Y,No,11.0,3.0,2.0,80.0,1.0,21.0,2.0,3.0,3.0,2.0,1.0,1.0,219600.0
3665,7196,Y,No,11.0,3.0,2.0,80.0,1.0,21.0,2.0,3.0,3.0,2.0,1.0,1.0,219600.0
3666,7197,Y,No,16.0,3.0,1.0,80.0,0.0,12.0,0.0,3.0,11.0,8.0,5.0,7.0,60120.0
3667,7198,Y,No,16.0,3.0,1.0,80.0,0.0,12.0,0.0,3.0,11.0,8.0,5.0,7.0,60120.0
3668,7199,Y,No,21.0,4.0,3.0,80.0,2.0,10.0,5.0,3.0,10.0,8.0,4.0,8.0,81588.0
3669,7200,Y,No,21.0,4.0,3.0,80.0,2.0,10.0,5.0,3.0,10.0,8.0,4.0,8.0,81588.0
3670,7201,Y,No,21.0,4.0,3.0,80.0,2.0,10.0,5.0,3.0,10.0,8.0,4.0,8.0,81588.0
3671,7202,Y,Yes,19.0,3.0,3.0,80.0,0.0,10.0,2.0,2.0,8.0,7.0,7.0,7.0,101352.0
3672,7203,Y,Yes,19.0,3.0,3.0,80.0,0.0,10.0,2.0,2.0,8.0,7.0,7.0,7.0,101352.0
3673,7204,Y,No,21.0,4.0,2.0,80.0,1.0,6.0,5.0,2.0,1239.0,3.0,0.0,0.0,58524.0
3674,7205,Y,No,11.0,3.0,1.0,80.0,1.0,20.0,2.0,3.0,20.0,7.0,2.0,13.0,67260.0
3675,7206,Y,No,11.0,3.0,2.0,80.0,0.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,78924.0
3676,7207,Y,No,11.0,3.0,2.0,80.0,0.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,78924.0
3677,7208,Y,No,11.0,3.0,2.0,80.0,0.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,78924.0
3678,7209,Y,Yes,17.0,3.0,1.0,80.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,40656.0
3679,7210,Y,Yes,17.0,3.0,1.0,80.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,40656.0
3680,7211,Y,No,18.0,3.0,1.0,80.0,1.0,10.0,3.0,3.0,10.0,3.0,1.0,3193.0,78936.0
3681,7212,Y,No,18.0,3.0,1.0,80.0,1.0,10.0,3.0,3.0,10.0,3.0,1.0,3193.0,78936.0
3682,7213,Y,Yes,19.0,3.0,3.0,80.0,1.0,5676.0,2.0,2.0,3.0,2.0,0.0,2.0,53724.0
3683,7214,Y,Yes,19.0,3.0,3.0,80.0,1.0,5676.0,2.0,2.0,3.0,2.0,0.0,2.0,53724.0
3684,7215,Y,No,15.0,3.0,3.0,80.0,1.0,12.0,3.0,1.0,8.0,3.0,3.0,6.0,76668.0
3685,7216,Y,No,18.0,3.0,3.0,80.0,1.0,9.0,2.0,2.0,8.0,7.0,1.0,1.0,103536.0
3686,7217,Y,No,18.0,3.0,3.0,80.0,1.0,9.0,2.0,2.0,8.0,7.0,1.0,1.0,103536.0
3687,7218,Y,No,18.0,3.0,3.0,80.0,1.0,9.0,2.0,2.0,8.0,7.0,1.0,1.0,103536.0
3688,7219,Y,No,20.0,4.0,1.0,80.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,2.0,27096.0
3689,7220,Y,No,20.0,4.0,1.0,80.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,2.0,27096.0
3690,7221,Y,No,20.0,4.0,1.0,80.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,2.0,27096.0
3691,7222,Y,No,15.0,3.0,1.0,80.0,3.0,3.0,5.0,3.0,3.0,2.0,8053.0,2.0,45120.0
3692,7223,Y,No,15.0,3.0,1.0,80.0,3.0,3.0,5.0,3.0,3.0,2.0,8053.0,2.0,45120.0
3693,7224,Y,No,19.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,27228.0
3694,7225,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,5.0,2.0,6233.0,4.0,70428.0
3695,7226,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,5.0,2.0,6233.0,4.0,70428.0
3696,7227,Y,Yes,12.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,35928.0
3697,7228,Y,Yes,12.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,35928.0
3698,7229,Y,Yes,12.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,35928.0
3699,7230,Y,No,15.0,3.0,4.0,80.0,1.0,5.0,2.0,2.0,3.0,2.0,8113.0,2.0,44280.0
3700,7231,Y,No,14.0,3.0,3.0,80.0,1.0,12.0,4.0,2.0,9.0,8.0,4.0,7.0,102936.0
3701,7232,Y,No,14.0,3.0,3.0,80.0,3.0,8.0,5.0,3.0,4.0,3.0,0.0,3.0,30384.0
3702,7233,Y,No,14.0,3.0,3.0,80.0,3.0,8.0,5.0,3.0,4.0,3.0,0.0,3.0,30384.0
3703,7234,Y,No,22.0,4.0,3.0,80.0,0.0,27.0,3.0,2.0,5.0,4.0,2.0,1.0,202620.0
3704,7235,Y,No,16.0,3.0,2.0,80.0,1.0,6.0,2.0,4.0,5.0,1924.0,0.0,3.0,32460.0
3705,7236,Y,No,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,33216.0
3706,7237,Y,No,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,33216.0
3707,7238,Y,No,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,33216.0
3708,7239,Y,Yes,12.0,3.0,1.0,80.0,1.0,26.0,2.0,4.0,2.0,2.0,0.0,1.0,234156.0
3709,7240,Y,Yes,12.0,3.0,1.0,80.0,1.0,26.0,2.0,4.0,2.0,2.0,0.0,1.0,234156.0
3710,7241,Y,No,21.0,4.0,1.0,80.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,36264.0
3711,7242,Y,No,14.0,3.0,2.0,80.0,0.0,9.0,5.0,2.0,8.0,9217.0,0.0,7.0,78000.0
3712,7243,Y,No,25.0,4.0,3.0,80.0,3.0,24.0,2.0,3.0,24.0,13.0,15.0,5707.0,125436.0
3713,7244,Y,No,20.0,4.0,3.0,80.0,1.0,7.0,5.0,3.0,7.0,7.0,7.0,7.0,68100.0
3714,7245,Y,No,20.0,4.0,3.0,80.0,1.0,7.0,5.0,3.0,7.0,7.0,7.0,7.0,68100.0
3715,7246,Y,No,21.0,4.0,3.0,80.0,3.0,14.0,2.0,3.0,2072.0,7.0,0.0,7.0,87768.0
3716,7247,Y,Yes,12.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,6.0,4.0,0.0,5.0,75864.0
3717,7248,Y,Yes,12.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,6.0,4.0,0.0,5.0,75864.0
3718,7249,Y,Yes,12.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,6.0,4.0,0.0,5.0,75864.0
3719,7250,Y,No,13.0,3.0,4.0,80.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,26328.0
3720,7251,Y,No,22.0,4.0,4.0,80.0,0.0,6.0,2.0,3.0,3132.0,3.0,1.0,2.0,43164.0
3721,7252,Y,No,25.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,0.0,3057.0,9.0,61812.0
3722,7253,Y,No,25.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,0.0,3057.0,9.0,61812.0
3723,7254,Y,No,12.0,3.0,4.0,80.0,0.0,23.0,0.0,3.0,22.0,15.0,15.0,8.0,234540.0
3724,7255,Y,No,12.0,3.0,4.0,80.0,0.0,23.0,0.0,3.0,22.0,15.0,15.0,8.0,234540.0
3725,7256,Y,No,12.0,3.0,3.0,80.0,0.0,7.0,2.0,3.0,2.0,2.0,2.0,1691.0,25260.0
3726,7257,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,65292.0
3727,7258,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,65292.0
3728,7259,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,65292.0
3729,7260,Y,No,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,41424.0
3730,7261,Y,No,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,41424.0
3731,7262,Y,No,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,41424.0
3732,7263,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,5.0,2.0,0.0,4.0,45792.0
3733,7264,Y,Yes,22.0,4.0,3.0,80.0,1.0,22.0,3.0,3.0,17.0,13.0,1.0,4760.0,192768.0
3734,7265,Y,No,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0,85428.0
3735,7266,Y,No,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0,85428.0
3736,7267,Y,No,12.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,51528.0
3737,7268,Y,No,12.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,51528.0
3738,7269,Y,No,12.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,51528.0
3739,7270,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,24840.0
3740,7271,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,24840.0
3741,7272,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,24840.0
3742,7273,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5.0,2.0,10.0,8.0,4094.0,6.0,118224.0
3743,7274,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5.0,2.0,10.0,8.0,4094.0,6.0,118224.0
3744,7275,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5.0,2.0,10.0,8.0,4094.0,6.0,118224.0
3745,7276,Y,No,22.0,4.0,4.0,80.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,107112.0
3746,7277,Y,No,22.0,4.0,4.0,80.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,107112.0
3747,7278,Y,No,22.0,4.0,4.0,80.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,107112.0
3748,7279,Y,Yes,14.0,3.0,2.0,80.0,0.0,17.0,3.0,4.0,0.0,7484.0,0.0,0.0,158940.0
3749,7280,Y,Yes,14.0,3.0,2.0,80.0,0.0,17.0,3.0,4.0,0.0,7484.0,0.0,0.0,158940.0
3750,7281,Y,Yes,14.0,3.0,2.0,80.0,0.0,17.0,3.0,4.0,0.0,7484.0,0.0,0.0,158940.0
3751,7282,Y,No,22.0,4.0,2.0,80.0,1.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,41376.0
3752,7283,Y,No,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,3121.0,0.0,0.0,116688.0
3753,7284,Y,No,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,3121.0,0.0,0.0,116688.0
3754,7285,Y,No,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,3121.0,0.0,0.0,116688.0
3755,7286,Y,Yes,11.0,3.0,1.0,80.0,1.0,9.0,3.0,4.0,5.0,4.0,0.0,3.0,60072.0
3756,7287,Y,No,13.0,3.0,3.0,80.0,1.0,23.0,2.0,4.0,1.0,0.0,8650.0,0.0,224532.0
3757,7288,Y,No,16.0,3.0,1.0,80.0,0.0,16.0,2.0,3.0,8179.0,10.0,4.0,8.0,130836.0
3758,7289,Y,No,16.0,3.0,1.0,80.0,0.0,16.0,2.0,3.0,8179.0,10.0,4.0,8.0,130836.0
3759,7290,Y,Yes,13.0,3.0,4.0,80.0,0.0,10.0,4.0,3.0,7.0,7.0,3.0,7.0,26592.0
3760,7291,Y,Yes,13.0,3.0,4.0,80.0,0.0,10.0,4.0,3.0,7.0,7.0,3.0,7.0,26592.0
3761,7292,Y,No,14.0,3.0,2.0,80.0,0.0,2041.0,3.0,3.0,1.0,0.0,0.0,0.0,78636.0
3762,7293,Y,No,14.0,3.0,2.0,80.0,0.0,2041.0,3.0,3.0,1.0,0.0,0.0,0.0,78636.0
3763,7294,Y,No,14.0,3.0,2.0,80.0,0.0,2041.0,3.0,3.0,1.0,0.0,0.0,0.0,78636.0
3764,7295,Y,No,17.0,3.0,4.0,80.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,27204.0
3765,7296,Y,No,17.0,3.0,1.0,80.0,1.0,7.0,2.0,2.0,5.0,4.0,0.0,2.0,39528.0
3766,7297,Y,Yes,21.0,4.0,2.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,27300.0
3767,7298,Y,No,18.0,3.0,3.0,80.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,5136.0,24396.0
3768,7299,Y,Yes,14.0,3.0,3.0,80.0,3.0,21.0,2.0,3.0,5209.0,0.0,0.0,2.0,177072.0
3769,7300,Y,Yes,14.0,3.0,3.0,80.0,3.0,21.0,2.0,3.0,5209.0,0.0,0.0,2.0,177072.0
3770,7301,Y,Yes,13.0,3.0,4.0,80.0,0.0,32.0,2.0,3.0,8298.0,6.0,13.0,9.0,172932.0
3771,7302,Y,No,18.0,3.0,1.0,80.0,1.0,5505.0,2.0,3.0,24.0,9.0,9.0,11.0,62520.0
3772,7303,Y,Yes,17.0,3.0,4.0,80.0,1.0,5.0,4.0,4.0,5.0,3.0,6305.0,0.0,45780.0
3773,7304,Y,Yes,17.0,3.0,4.0,80.0,1.0,5.0,4.0,4.0,5.0,3.0,6305.0,0.0,45780.0
3774,7305,Y,Yes,17.0,3.0,4.0,80.0,1.0,5.0,4.0,4.0,5.0,3.0,6305.0,0.0,45780.0
3775,7306,Y,No,11.0,3.0,2.0,80.0,0.0,15.0,2.0,2.0,1184.0,8.0,7.0,8.0,106296.0
3776,7307,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0,43920.0
3777,7308,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0,43920.0
3778,7309,Y,No,12.0,3.0,4.0,80.0,0.0,29.0,3.0,3.0,22.0,10.0,12.0,9.0,235980.0
3779,7310,Y,No,12.0,3.0,4.0,80.0,0.0,29.0,3.0,3.0,22.0,10.0,12.0,9.0,235980.0
3780,7311,Y,No,12.0,3.0,4.0,80.0,0.0,29.0,3.0,3.0,22.0,10.0,12.0,9.0,235980.0
3781,7312,Y,No,13.0,3.0,2.0,80.0,0.0,17.0,3.0,3.0,17.0,11.0,11.0,8.0,79752.0
3782,7313,Y,No,13.0,3.0,4.0,80.0,2.0,31.0,4.0,4.0,7.0,2582.0,0.0,0.0,176784.0
3783,7314,Y,No,13.0,3.0,4.0,80.0,2.0,31.0,4.0,4.0,7.0,2582.0,0.0,0.0,176784.0
3784,7315,Y,No,14.0,3.0,2.0,80.0,1.0,20.0,0.0,2.0,3.0,6387.0,1.0,2.0,79812.0
3785,7316,Y,No,14.0,3.0,2.0,80.0,1.0,20.0,0.0,2.0,3.0,6387.0,1.0,2.0,79812.0
3786,7317,Y,No,14.0,3.0,2.0,80.0,1.0,20.0,0.0,2.0,3.0,6387.0,1.0,2.0,79812.0
3787,7318,Y,Yes,17.0,3.0,3.0,80.0,0.0,9.0,0.0,3.0,9.0,4212.0,0.0,7.0,49956.0
3788,7319,Y,Yes,17.0,3.0,3.0,80.0,0.0,9.0,0.0,3.0,9.0,4212.0,0.0,7.0,49956.0
3789,7320,Y,No,19.0,3.0,3.0,80.0,0.0,9.0,2.0,3.0,2809.0,3.0,0.0,7.0,67932.0
3790,7321,Y,No,12.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,6.0,5.0,4.0,3.0,77364.0
3791,7322,Y,No,12.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,6.0,5.0,4.0,3.0,77364.0
3792,7323,Y,No,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,60036.0
3793,7324,Y,No,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,60036.0
3794,7325,Y,No,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,60036.0
3795,7326,Y,Yes,20.0,4.0,4.0,80.0,1.0,13.0,3.0,1.0,7.0,7.0,4.0,5.0,27672.0
3796,7327,Y,No,13.0,3.0,2.0,80.0,0.0,9.0,2.0,2.0,6.0,5.0,0.0,3.0,41424.0
3797,7328,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,25308.0
3798,7329,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,25308.0
3799,7330,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,25308.0
3800,7331,Y,No,22.0,4.0,3.0,80.0,0.0,12.0,2.0,4.0,8.0,3.0,0.0,7.0,104232.0
3801,7332,Y,No,18.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,2551.0,0.0,0.0,0.0,29712.0
3802,7333,Y,No,16.0,3.0,2.0,80.0,1.0,7.0,2.0,3.0,4.0,2.0,0.0,2.0,42960.0
3803,7334,Y,Yes,13.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,6.0,8090.0,1.0,3.0,45120.0
3804,7335,Y,Yes,13.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,6.0,8090.0,1.0,3.0,45120.0
3805,7336,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,0.0,3.0,7.0,7.0,1.0,7.0,85128.0
3806,7337,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,0.0,3.0,7.0,7.0,1.0,7.0,85128.0
3807,7338,Y,Yes,13.0,3.0,3.0,80.0,1.0,12.0,2.0,3.0,9.0,6246.0,0.0,7.0,98268.0
3808,7339,Y,Yes,18.0,3.0,2.0,80.0,0.0,12.0,3.0,2.0,7.0,7.0,7.0,3876.0,74064.0
3809,7340,Y,Yes,18.0,3.0,2.0,80.0,0.0,12.0,3.0,2.0,7.0,7.0,7.0,3876.0,74064.0
3810,7341,Y,Yes,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,3655.0,4.0,0.0,3.0,68928.0
3811,7342,Y,Yes,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,3655.0,4.0,0.0,3.0,68928.0
3812,7343,Y,Yes,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,3655.0,4.0,0.0,3.0,68928.0
3813,7344,Y,No,14.0,3.0,2.0,80.0,1.0,10.0,2.0,3.0,2.0,2.0,1.0,2.0,68940.0
3814,7345,Y,No,17.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,9.0,8.0,5.0,8.0,33516.0
3815,7346,Y,No,17.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,9.0,8.0,5.0,8.0,33516.0
3816,7347,Y,No,17.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,9.0,8.0,5.0,8.0,33516.0
3817,7348,Y,Yes,20.0,4.0,2.0,80.0,2.0,6.0,3.0,3.0,6.0,5.0,4434.0,4.0,55764.0
3818,7349,Y,Yes,20.0,4.0,2.0,80.0,2.0,6.0,3.0,3.0,6.0,5.0,4434.0,4.0,55764.0
3819,7350,Y,Yes,12.0,3.0,1.0,80.0,1.0,8.0,3.0,2.0,8.0,7.0,1.0,4911.0,42768.0
3820,7351,Y,Yes,12.0,3.0,1.0,80.0,1.0,8.0,3.0,2.0,8.0,7.0,1.0,4911.0,42768.0
3821,7352,Y,Yes,13.0,3.0,4.0,80.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,1.0,30708.0
3822,7353,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,2.0,1.0,9.0,2.0,3.0,8954.0,60504.0
3823,7354,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,2.0,1.0,9.0,2.0,3.0,8954.0,60504.0
3824,7355,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,2.0,3.0,8.0,7.0,1.0,4456.0,80544.0
3825,7356,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,2.0,3.0,8.0,7.0,1.0,4456.0,80544.0
3826,7357,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,2.0,3.0,8.0,7.0,1.0,4456.0,80544.0
3827,7358,Y,No,19.0,3.0,2.0,80.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,7971.0,35304.0
3828,7359,Y,No,19.0,3.0,2.0,80.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,7971.0,35304.0
3829,7360,Y,No,19.0,3.0,2.0,80.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,7971.0,35304.0
3830,7361,Y,No,16.0,3.0,3.0,80.0,1.0,3311.0,3.0,3.0,7.0,0.0,1.0,7.0,63528.0
3831,7362,Y,No,18.0,3.0,1.0,80.0,1.0,13.0,5.0,3.0,13.0,7.0,9.0,8170.0,129516.0
3832,7363,Y,Yes,11.0,3.0,4.0,80.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,30180.0
3833,7364,Y,Yes,11.0,3.0,4.0,80.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,30180.0
3834,7365,Y,Yes,19.0,3.0,4.0,80.0,0.0,0.0,2.0,2.0,0.0,0.0,9624.0,0.0,20100.0
3835,7366,Y,Yes,14.0,3.0,3.0,80.0,3.0,8665.0,5.0,3.0,1.0,0.0,0.0,0.0,80328.0
3836,7367,Y,No,23.0,4.0,2.0,80.0,0.0,25.0,3.0,3.0,17.0,14.0,12.0,11.0,103596.0
3837,7368,Y,No,22.0,4.0,4.0,80.0,2.0,13.0,4.0,4.0,7.0,7.0,5.0,7.0,65520.0
